car,displacement,cylinders,mileage,fuel_capacity,fuel_type,height,length,width,body_type,doors,power,torque,seating_capacity,wheelbase,price,bts
Honda Jazz Vx Cvt,1199,4,19.0,40.0,1,1544.0,3955.0,1694.0,1,5,88.77,110,5,2530,909000,Hat
Honda Jazz Vx Petrol,1199,4,18.2,40.0,1,1544.0,3955.0,1694.0,1,5,88.77,110,5,2530,789000,Hat
Honda Jazz V Cvt,1199,4,19.0,40.0,1,1544.0,3955.0,1694.0,1,5,88.77,110,5,2530,865000,Hat
Honda Jazz S Diesel,1498,4,27.3,40.0,2,1544.0,3955.0,1694.0,1,5,98.63,200,5,2530,816500,Hat
Honda Jazz V Diesel,1498,4,27.3,40.0,2,1544.0,3955.0,1694.0,1,5,98.63,200,5,2530,896500,Hat
Honda Jazz Vx Diesel,1498,4,27.3,40.0,2,1544.0,3955.0,1694.0,1,5,98.63,200,5,2530,940500,Hat
Honda Jazz Exclusive Edition Cvt,1199,4,18.2,40.0,1,1544.0,3955.0,1694.0,1,5,87.78,110,5,2530,928000,Hat
Jeep Compass Trailhawk 2.0 Trailhawk 4X4 At,1956,4,16.3,60.0,2,1657.0,4398.0,1818.0,4,5,170.63,350,5,2636,2680000,SUV
Jeep Compass Trailhawk 2.0 Trailhawk (O) 4X4 At,1956,4,16.3,60.0,2,1657.0,4398.0,1818.0,4,5,170.63,350,5,2636,2760000,SUV
Isuzu Mu-X 4X2,2999,4,13.8,76.0,2,1840.0,4825.0,1860.0,4,5,174.58,380,7,2845,2734834,SUV
Isuzu Mu-X 4X4,2999,4,13.8,76.0,2,1840.0,4825.0,1860.0,4,5,174.58,380,7,2845,2931534,SUV
Mahindra Alturas G4 2Wd At,2157,4,12.35,70.0,2,1845.0,4850.0,1960.0,4,5,175.56,420,7,2865,2770150,SUV
Mahindra Alturas G4 4Wd At,2157,4,12.05,70.0,2,1.845,4850.0,1960.0,4,5,175.56,420,7,2865,3070150,SUV
Volkswagen Tiguan Comfortline 2.0L Tdi Amt,1968,4,17.06,71.0,2,1672.0,4486.0,1839.0,4,5,139.07,340,5,2677,2814500,SUV
Volkswagen Tiguan Highline 2.0L Tdi Amt,1968,4,17.06,71.0,2,1672.0,4486.0,1839.0,4,4,139.07,340,5,2677,3153500,SUV
Honda Cr-V 2Wd Petrol Cvt,1997,4,14.4,57.0,1,1679.0,4592.0,1855.0,4,5,151.89,189,5,2660,2827001,SUV
Skoda Superb Sportline Sportline 1.8L Tsi At,1798,4,13.7,66.0,1,1483.0,4861.0,1864.0,5,4,177.54,250,5,2841,2899599,Sed
Skoda Superb Sportline Sportline 2.0L Tdi At,1968,4,18.19,66.0,2,1483.0,4861.0,1864.0,5,4,174.58,350,5,2841,3149599,Sed
Audi A3 35 Tdi Premium Plus,1968,4,20.38,50.0,2,1416.0,4456.0,1796.0,5,4,141.04,320,5,2637,3021200,Sed
Audi A3 35 Tdi Technology,1968,4,20.38,50.0,2,1416.0,4456.0,1796.0,5,4,141.04,320,5,2637,3221200,Sed
Audi A3 35 Tfsi Premium Plus,1395,4,19.2,50.0,1,1416.0,4456.0,1796.0,5,4,147.95,250,5,2637,2920750,Sed
Audi A3 35 Tfsi Technology,1395,4,19.2,50.0,1,1416.0,4456.0,1796.0,5,4,147.95,250,5,2637,3120750,Sed
Mercedes Benz B-Class B 180 Sport,1595,4,14.81,50.0,1,1557.0,4393.0,1786.0,2,5,120.33,200,5,2699,2988311,MPV
Mercedes Benz B-Class B 200 Cdi Sport,2143,4,15.0,50.0,2,1557.0,4393.0,1786.0,2,5,134.14,300,5,2699,3089851,MPV
Mercedes Benz B-Class B 180 Night Edition,1595,4,14.81,50.0,1,1557.0,4393.0,1786.0,2,5,120.33,200,5,2699,3198662,MPV
Mercedes Benz B-Class B 200 Cdi Night Edition,2143,4,15.0,50.0,2,1557.0,4393.0,1786.0,2,5,134.14,300,5,2699,3303282,MPV
Mercedes Benz Cla-Class 200 Sport,1991,4,15.04,56.0,1,1432.0,4630.0,1777.0,5,4,180.5,300,5,2699,3599000,Sed
Mercedes Benz Cla-Class 200 Cdi Style,2143,4,17.9,56.0,2,1432.0,4630.0,1777.0,5,4,134.14,300,5,2699,3172000,Sed
Mercedes Benz Cla-Class 200 D Sport,2143,4,17.9,56.0,2,1432.0,4630.0,1777.0,5,4,134.14,300,5,2699,3699000,Sed
Skoda Kodiaq Style 2.0 Tdi 4X4 At,1968,4,18.19,66.0,2,1483.0,4861.0,1864.0,4,4,174.58,350,5,2841,3299599,SUV
Skoda Kodiaq Laurin And Klement,1968,4,18.19,66.0,2,1483.0,4861.0,1864.0,4,4,145.98,340,5,2841,3678599,SUV
Skoda Kodiaq Corporate Edition,1968,4,18.19,66.0,2,1483.0,4861.0,1864.0,4,4,174.58,350,5,2841,3299599,SUV
Dc Avanti Standard,2000,4,10.0,60.0,1,1200.0,4565.0,2120.0,7,2,246.58,340,2,2700,3407407,Cou
Audi Q3 30 Tdi Premium Fwd,1968,4,15.73,64.0,2,1608.0,4388.0,1831.0,4,5,145.98,340,5,2603,3677200,SUV
Audi Q3 35 Tdi Quattro Premium Plus,1968,4,15.73,64.0,2,1608.0,4388.0,1831.0,4,5,174.58,380,5,2603,3992200,SUV
Audi Q3 35 Tdi Quattro Technology,1968,4,15.73,64.0,2,1608.0,4388.0,1831.0,4,5,174.58,380,5,2603,4361000,SUV
Audi Q3 30 Tfsi Premium,1395,4,16.9,64.0,1,1608.0,4388.0,1831.0,4,5,147.95,250,5,2603,3496750,SUV
Mini John Cooper Works Hatch,1998,4,16.47,44.0,1,1414.0,3874.0,1727.0,8,3,227.84,320,2,2495,4350000,"Spo,Hat"
Jaguar Xe S Petrol,1997,4,11.0,61.0,1,1416.0,4691.0,1850.0,5,4,246.58,365,5,2835,4498000,Sed
Jaguar Xe S Diesel,1999,4,11.0,56.0,2,1416.0,4691.0,1850.0,5,4,177.54,430,4,2835,4498000,Sed
Jaguar Xe Se Diesel,1999,4,11.0,56.0,2,1416.0,4691.0,1850.0,5,4,177.54,430,4,2835,4633000,Sed
Jaguar Xe Se Petrol,1997,4,11.0,61.0,1,1416.0,4691.0,1850.0,5,4,246.58,365,5,2835,4633000,Sed
Jaguar Xf 2.0 Prestige,1999,4,13.12,74.0,1,1460.0,4961.0,2091.0,5,4,243.62,340,5,2960,5436329,Sed
Jaguar Xf 2.0 Portfolio,1999,4,13.12,82.0,1,1457.0,5252.0,1899.0,5,4,243.62,340,5,3157,6073446,Sed
Jaguar Xf 2.0 Portfolio Diesel,1999,4,19.33,83.0,2,1457.0,5252.0,1899.0,5,4,177.54,430,5,3157,6138811,Sed
Jaguar Xf 2.0 Prestige Diesel,1999,4,19.33,66.0,2,1457.0,5067.0,2091.0,5,4,177.54,430,5,2960,5506622,Sed
Jaguar Xf 2.0 Pure Diesel,1999,4,19.33,66.0,2,1457.0,5067.0,2091.0,5,4,177.54,430,5,2960,4977080,Sed
Audi A3 Cabriolet 40 Tfsi,1395,4,19.2,50.0,1,1409.0,4421.0,1793.0,9,2,145.98,250,4,2595,5038000,Con
Audi A6 Premium Plus 45 Tfsi,1984,4,14.11,73.0,1,1455.0,4933.0,1874.0,5,4,241.65,370,5,2912,5442200,Sed
Audi A6 Technology 45 Tfsi,1984,4,14.11,73.0,1,1455.0,4933.0,1874.0,5,4,241.65,370,5,2912,5942200,Sed
Bmw X3 Xdrive 20D Luxury Line,1995,4,18.56,67.0,2,1678.0,4657.0,1881.0,4,5,187.4,400,5,2810,5930000,SUV
Bmw X3 Xdrive 30I Luxury Line,1998,4,18.56,67.0,1,1678.0,4657.0,1881.0,4,5,244.61,350,5,2810,5880000,SUV
Bmw X3 Xdrive20D Xline,1995,4,18.56,67.0,2,1678.0,4657.0,1881.0,4,5,187.4,400,5,2810,5600000,SUV
Audi S5 Sportback,2995,6,13.57,58.0,1,1384.0,4718.0,1843.0,5,4,328.44,500,5,2811,7243000,Sed
Ford Mustang Fastback V8,4951,8,13.0,60.9,1,1391.0,4784.0,2080.0,10,3,395.51,515,4,2720,7462000,"Sed,Cou"
Jeep Grand Cherokee Limited,2987,6,12.8,93.5,2,1802.0,4828.0,1943.0,4,5,236.72,570,5,2915,7882867,SUV
Jeep Grand Cherokee Summit,2987,6,12.8,93.5,2,1802.0,4828.0,1943.0,4,5,236.72,570,5,2915,8931819,SUV
Jeep Grand Cherokee Srt,6417,8,12.8,93.5,1,1749.0,4846.0,1954.0,4,5,461.6,624,5,2915,11400000,SUV
Jeep Grand Cherokee Summit Petrol,3604,6,8.61,93.5,1,1802.0,4828.0,1943.0,4,5,282.09,347,5,2915,7515000,SUV
Mercedes Benz E-Class Cabriolet E400,2996,6,10.0,80.0,1,1398.0,4703.0,1786.0,9,2,329.43,480,4,2760,7711338,Con
Bmw M2 Competition Coupe,2979,6,10.0,52.0,1,1410.0,4461.0,1854.0,7,2,404.39,550,4,2693,8180000,Cou
Porsche 718 Boxster,1988,4,7.4,54.0,1,1281.0,4379.0,1801.0,9,2,295.9,380,2,2475,8995000,Con
Porsche 718 Cayman,1988,4,7.4,54.0,1,1281.0,4379.0,1801.0,7,2,295.9,380,2,2475,8595000,Cou
Mercedes Benz Gls 350 Cdi,2987,6,11.6,100.0,2,1850.0,5120.0,1934.0,4,4,254.47,619,5,3075,8820000,SUV
Mercedes Benz Gls 63 Amg,5461,8,12.0,80.0,1,1850.0,5146.0,1982.0,4,4,549.38,760,7,3075,19199181,SUV
Mercedes Benz Gls 400 4Matic,2996,8,12.0,80.0,1,1850.0,5146.0,1982.0,4,4,328.44,480,7,3075,8776900,SUV
Mercedes Benz Gls Grand Edition Petrol,2996,8,12.0,80.0,1,1850.0,5146.0,1982.0,4,4,328.44,480,7,3075,8690000,SUV
Mercedes Benz Gls Grand Edition Diesel,2987,6,11.6,100.0,2,1850.0,5120.0,1934.0,4,4,254.47,619,5,3075,8690000,SUV
Toyota Land Cruiser Prado Vx L,2982,4,11.13,87.0,2,1880.0,4840.0,1885.0,4,5,170.63,410,7,2790,9630000,SUV
Lexus Rx 450H 450Hl Luxury,3456,6,18.0,65.0,1,1700.0,5000.0,1895.0,4,4,258.42,335,5,2790,9900000,SUV
Bmw 7-Series 730Ld Design Pure Excellence,2993,6,17.66,78.0,2,1479.0,5120.0,2169.0,5,4,261.37,620,4,3210,12290000,Sed
Bmw 7-Series 730Ld Design Pure Excellence Signature,2993,6,17.66,78.0,2,1479.0,5120.0,2169.0,5,4,261.37,620,4,3210,13200000,Sed
Bmw 7-Series 730Ld M Sport,2993,6,17.66,78.0,2,1479.0,5120.0,2169.0,5,4,261.37,620,4,3210,13510000,Sed
Bmw 7-Series 740Li Design Pure Excellence Signature,2998,6,11.86,78.0,1,1479.0,5120.0,2169.0,5,4,335.35,450,4,3210,13510000,Sed
Bmw 7-Series M760Li Xdrive,6592,12,7.96,78.0,1,1481.0,5219.0,2142.0,5,4,600.67,850,4,3110,24250000,Sed
Mercedes Benz S-Class S 350 D,2987,6,13.5,90.0,2,1494.0,5116.0,1899.0,5,4,254.47,620,5,3035,13558438,Sed
Mercedes Benz S-Class S 450,2996,6,7.8,70.0,1,1494.0,5246.0,1899.0,5,4,328.44,480,5,3165,13976653,Sed
Mercedes Benz S-Class Amg S 63 Coupe,3982,8,14.0,80.0,1,1411.0,5027.0,1899.0,7,2,443.84,900,4,2945,25500000,Cou
Maserati Levante Diesel,2987,6,7.9,80.0,2,1679.0,5003.0,2158.0,4,4,271.24,600,4,3004,14512054,SUV
Maserati Levante Gransport,2979,6,7.9,80.0,2,1679.0,5003.0,2158.0,4,5,345.21,500,4,3004,14863774,SUV
Maserati Levante Granlusson,2979,6,7.9,80.0,2,1679.0,5003.0,2158.0,4,5,424.12,580,4,3004,15383399,SUV
Maserati Granturismo Sport,4691,8,10.0,86.0,1,1353.0,4881.0,1915.0,7,2,453.71,520,4,2942,17229579,Cou
Maserati Quattroporte Granlusso,2987,6,7.9,70.0,2,1481.0,5262.0,1948.0,11,4,271.24,600,4,3171,17900000,Spo
Mercedes Benz Maybach S650,5980,12,7.8,80.0,1,1498.0,5453.0,1899.0,5,4,621.38,1000,4,3365,27308312,Sed
Mercedes Benz Maybach S560,4663,8,7.8,80.0,1,1494.0,5246.0,1899.0,5,4,446.8,700,4,3165,19890000,Sed
Porsche Panamera Turbo,3996,8,10.63,90.0,1,1427.0,5049.0,1937.0,5,4,542.48,770,4,2950,21263000,Sed
Porsche Panamera Turbo Executive,3996,8,10.63,90.0,1,1432.0,5199.0,1937.0,5,4,542.48,770,4,3100,22613000,Sed
Porsche Panamera Turbo Sport Turismo,3996,8,10.63,90.0,1,1432.0,5049.0,1937.0,5,4,542.48,770,4,2950,21747000,Sed
Mercedes Benz S-Class Cabriolet S500,4663,8,7.8,80.0,1,1417.0,5027.0,1899.0,9,2,448.78,700,4,2945,23491293,Con
Audi R8 V10 Plus,5204,10,6.71,75.0,1,1252.0,4440.0,2029.0,7,2,601.66,560,2,2650,27245000,Cou
Lamborghini Urus V8,3996,8,7.8,75.0,1,1638.0,5112.0,2181.0,4,5,641.11,850,5,3003,30000000,SUV
Bentley Continental Gt Coupe,5998,12,8.6,90.0,1,1401.0,4807.0,2226.0,7,2,581.93,720,4,2746,33791059,Cou
Ferrari Portofino V8 Convertible,3855,8,9.0,92.0,1,1320.0,4569.0,1910.0,9,2,552.34,755,2,2669,35000000,Con
Bentley Bentayga W12,5950,12,19.0,85.0,1,1742.0,5141.0,1998.0,4,5,599.68,900,5,2992,45941557,SUV
Bentley Bentayga V8,3996,12,8.77,85.0,1,1742.0,5140.0,1998.0,4,5,542.48,770,5,2995,37542069,SUV
Ferrari 458 Speciale Coupe,4497,8,9.0,86.0,1,1203.0,4571.0,1951.0,7,2,596.72,540,2,2650,42531500,Cou
Rolls-Royce Ghost Series Ii 6.6,6593,12,17.3,82.5,1,1550.0,5399.0,1948.0,5,4,555.3,780,5,3295,46709733,Sed
Rolls-Royce Ghost Series Ii Ewb,6592,12,7.29,82.5,1,1550.0,5569.0,1948.0,5,4,562.2,780,5,3295,53247201,Sed
Rolls-Royce Wraith Coupe,6592,12,10.2,83.0,1,1507.0,5269.0,1947.0,7,2,616.45,800,4,3112,50025840,Cou
Bentley Mulsanne Sedan,6752,8,9.5,90.0,1,1521.0,5575.0,2208.0,5,4,505.0,1020,4,3266,52571294,Sed
Rolls-Royce Phantom Coupe 6.8 L,6749,12,22.8,100.0,1,1598.0,5612.0,1987.0,7,2,453.71,720,4,3320,77312661,Cou
Maruti Suzuki Alto Std,796,3,22.05,35.0,1,1475.0,3445.0,1490.0,1,5,47.34,69,5,2360,294800,Hat
Maruti Suzuki Alto Std (O),796,3,22.05,35.0,1,1475.0,3445.0,1490.0,1,5,47.34,69,5,2360,299900,Hat
Maruti Suzuki Alto Lxi,796,3,22.05,35.0,1,1475.0,3445.0,1490.0,1,5,46.36,69,5,2360,352900,Hat
Maruti Suzuki Alto Lxi (O),796,3,22.05,35.0,1,1475.0,3445.0,1490.0,1,5,47.34,69,5,2360,357200,Hat
Maruti Suzuki Alto Vxi,796,3,22.05,35.0,1,1475.0,3445.0,1490.0,1,5,47.34,69,5,2360,376100,Hat
Maruti Suzuki Alto Vxi Plus,796,3,22.05,35.0,1,1475.0,3445.0,1490.0,1,5,47.34,69,5,2360,389600,Hat
Maruti Suzuki S-Presso Std,998,3,21.4,27.0,1,1549.0,3565.0,1520.0,1,5,66.08,90,5,2380,370500,Hat
Maruti Suzuki S-Presso Std (O),998,3,21.4,27.0,1,1549.0,3565.0,1520.0,1,5,66.08,90,5,2380,376500,Hat
Maruti Suzuki S-Presso Lxi,998,3,21.4,27.0,1,1549.0,3565.0,1520.0,1,5,66.08,90,5,2380,409000,Hat
Maruti Suzuki S-Presso Lxi (O),998,3,21.4,27.0,1,1549.0,3565.0,1520.0,1,5,66.08,90,5,2380,415000,Hat
Maruti Suzuki S-Presso Vxi,998,3,21.7,27.0,1,1549.0,3565.0,1520.0,1,5,66.08,90,5,2380,432500,Hat
Maruti Suzuki S-Presso Vxi (O),998,3,21.7,27.0,1,1549.0,3565.0,1520.0,1,5,66.08,90,5,2380,438500,Hat
Maruti Suzuki S-Presso Vxi Ags,998,3,21.7,27.0,1,1549.0,3565.0,1520.0,1,5,66.08,90,5,2380,475500,Hat
Maruti Suzuki S-Presso Vxi+,998,3,21.7,27.0,1,1549.0,3565.0,1520.0,1,5,66.08,90,5,2380,456000,Hat
Maruti Suzuki S-Presso Vxi (O) Ags,998,3,21.7,27.0,1,1549.0,3565.0,1520.0,1,5,66.08,90,5,2380,481500,Hat
Maruti Suzuki S-Presso Vxi+ Ags,998,3,21.7,27.0,1,1549.0,3565.0,1520.0,1,5,66.08,90,5,2380,499000,Hat
Maruti Suzuki Celerio Lxi,998,3,23.1,35.0,1,1560.0,3600.0,1600.0,1,5,67.07,90,5,2425,426289,Hat
Maruti Suzuki Celerio Vxi,998,3,23.1,35.0,1,1560.0,3600.0,1600.0,1,5,67.07,90,5,2425,465138,Hat
Maruti Suzuki Celerio Vxi At,998,3,23.1,35.0,1,1560.0,3600.0,1600.0,1,5,67.07,90,5,2425,508138,Hat
Maruti Suzuki Celerio Zxi,998,3,23.1,35.0,1,1560.0,3600.0,1600.0,1,5,67.07,90,5,2425,490924,Hat
Maruti Suzuki Celerio Zxi (Opt),998,3,23.1,35.0,1,1560.0,3600.0,1600.0,1,5,67.07,90,5,2425,531279,Hat
Maruti Suzuki Celerio Zxi Ags,998,3,23.1,35.0,1,1560.0,3600.0,1600.0,1,5,67.07,90,5,2425,533924,Hat
Maruti Suzuki Celerio Lxi Mt (O),998,3,23.1,35.0,1,1560.0,3600.0,1600.0,1,5,67.07,90,5,2425,434659,Hat
Maruti Suzuki Celerio Vxi (O) Mt,998,3,23.1,35.0,1,1560.0,3600.0,1600.0,1,5,67.07,90,5,2425,472257,Hat
Maruti Suzuki Celerio Vxi (O) Ags,998,3,23.1,35.0,1,1560.0,3600.0,1600.0,1,5,67.07,90,5,2425,515257,Hat
Maruti Suzuki Celerio Zxi (O) Ags,998,3,23.1,35.0,1,1560.0,3600.0,1600.0,1,5,67.07,90,5,2425,543279,Hat
Hyundai Grand I10 Prime Era T Vtvt,1197,4,19.77,43.0,1,1520.0,3765.0,1660.0,1,5,81.86,114,5,2425,460369,Hat
Hyundai Grand I10 Prime Era T+ Vtvt,1197,4,19.77,43.0,1,1520.0,3765.0,1660.0,1,5,81.86,114,5,2425,477511,Hat
Mahindra Kuv100 Nxt K2 6Str,1198,3,18.15,35.0,1,1655.0,3700.0,1735.0,1,5,80.88,115,6,2385,488194,Hat
Mahindra Kuv100 Nxt K2+ 6Str,1198,3,18.15,35.0,1,1655.0,3700.0,1735.0,1,5,80.88,115,6,2385,532184,Hat
Mahindra Kuv100 Nxt K2 D 6Str,1198,3,25.32,35.0,2,1655.0,3700.0,1735.0,1,5,75.95,190,6,2385,590798,Hat
Mahindra Kuv100 Nxt K2+ D 6Str,1198,3,25.32,35.0,2,1655.0,3700.0,1735.0,1,5,75.95,190,6,2385,619243,Hat
Mahindra Kuv100 Nxt K4+ D 6Str,1198,3,25.32,35.0,2,1655.0,3700.0,1735.0,1,5,75.95,190,6,2385,667273,Hat
Mahindra Kuv100 Nxt K4+ 6Str,1198,3,18.15,35.0,1,1655.0,3700.0,1735.0,1,5,80.88,115,6,2385,579645,Hat
Mahindra Kuv100 Nxt K6+ 6Str,1198,3,18.15,35.0,1,1655.0,3700.0,1735.0,1,5,80.88,115,6,2385,631144,Hat
Mahindra Kuv100 Nxt K6+ D 6Str,1198,3,25.32,35.0,2,1655.0,3700.0,1735.0,1,5,75.95,190,6,2385,754548,Hat
Mahindra Kuv100 Nxt K8 6Str,1198,3,18.15,35.0,1,1655.0,3700.0,1735.0,1,5,80.88,115,6,2385,693550,Hat
Mahindra Kuv100 Nxt K8 D 6Str,1198,3,25.32,35.0,2,1655.0,3700.0,1735.0,1,5,75.95,190,6,2385,787304,Hat
Mahindra Kuv100 Nxt K8 6 Str Dual Tone,1198,3,18.15,35.0,1,1655.0,3700.0,1735.0,1,5,80.88,115,6,2385,701045,Hat
Mahindra Kuv100 Nxt K8 D 6 Str Dual Tone,1198,3,25.32,35.0,2,1655.0,3700.0,1735.0,1,5,75.95,190,6,2385,794800,Hat
Mahindra Kuv100 Nxt K4+ 5Str,1198,3,18.15,35.0,1,1655.0,3700.0,1735.0,1,5,80.88,115,5,2385,573250,Hat
Mahindra Kuv100 Nxt K6+ 5Str,1198,3,18.15,35.0,1,1655.0,3700.0,1735.0,1,5,80.88,115,5,2385,631146,Hat
Mahindra Kuv100 Nxt K8 5Str,1198,3,18.15,35.0,1,1655.0,3700.0,1735.0,1,5,80.88,115,5,2385,687175,Hat
Mahindra Kuv100 Nxt K4+ D 5Str,1198,3,25.32,35.0,2,1655.0,3700.0,1735.0,1,5,75.95,190,5,2385,660832,Hat
Mahindra Kuv100 Nxt K6+ D 5Str,1198,3,25.32,35.0,2,1655.0,3700.0,1735.0,1,5,75.95,190,5,2385,748128,Hat
Mahindra Kuv100 Nxt K8 D 5Str,1198,3,25.32,35.0,2,1655.0,3700.0,1735.0,1,5,75.95,190,5,2385,780884,Hat
Mahindra Kuv100 Nxt K2 D 5Str Taxi,1198,3,25.32,35.0,2,1655.0,3700.0,1735.0,1,5,75.95,190,5,2385,550155,Hat
Mahindra Kuv100 Nxt K2 D 6Str Taxi,1198,3,25.32,35.0,2,1655.0,3700.0,1735.0,1,5,75.95,190,6,2385,559741,Hat
Mahindra Kuv100 Nxt K2 5Str Cng Taxi,1198,3,18.15,35.0,1,1655.0,3700.0,1735.0,1,5,80.88,115,5,2385,524312,Hat
Mahindra Kuv100 Nxt K2 6Str Cng Taxi,1198,3,18.15,35.0,1,1655.0,3700.0,1735.0,1,5,80.88,115,6,2385,542913,Hat
Maruti Suzuki Swift Lxi,1197,4,20.4,37.0,1,1530.0,3840.0,1735.0,1,5,81.86,113,5,2450,519000,Hat
Maruti Suzuki Swift Vxi,1197,4,20.4,37.0,1,1530.0,3840.0,1735.0,1,5,81.86,113,5,2450,619000,Hat
Maruti Suzuki Swift Vxi Amt,1197,4,20.4,37.0,1,1530.0,3840.0,1735.0,1,5,81.86,113,5,2450,666000,Hat
Maruti Suzuki Swift Zxi,1197,4,20.4,37.0,1,1530.0,3840.0,1735.0,1,5,81.86,113,5,2450,678000,Hat
Maruti Suzuki Swift Zxi Amt,1197,4,20.4,37.0,1,1530.0,3840.0,1735.0,1,5,81.86,113,5,2450,725000,Hat
Maruti Suzuki Swift Zxi Plus,1197,4,20.4,37.0,1,1530.0,3840.0,1735.0,1,5,81.86,113,5,2450,758000,Hat
Maruti Suzuki Swift Ldi,1248,4,25.2,37.0,2,1530.0,3840.0,1735.0,1,5,73.97,190,5,2430,599000,Hat
Maruti Suzuki Swift Vdi,1248,4,25.2,37.0,2,1530.0,3840.0,1735.0,1,5,73.97,190,5,2450,698000,Hat
Maruti Suzuki Swift Vdi Amt,1248,4,25.2,37.0,2,1530.0,3840.0,1735.0,1,5,73.97,190,5,2450,745000,Hat
Maruti Suzuki Swift Zdi,1248,4,25.2,37.0,2,1530.0,3840.0,1735.0,1,5,73.97,190,5,2450,757000,Hat
Maruti Suzuki Swift Zdi Amt,1248,4,25.2,37.0,2,1530.0,3840.0,1735.0,1,5,73.97,190,5,2450,804000,Hat
Maruti Suzuki Swift Zdi Plus,1248,4,25.2,37.0,2,1530.0,3840.0,1735.0,1,5,73.97,190,5,2450,838000,Hat
Maruti Suzuki Swift Zxi Plus Amt,1197,4,20.4,37.0,1,1530.0,3840.0,1735.0,1,5,81.86,113,5,2450,802000,Hat
Maruti Suzuki Swift Zdi Plus Amt,1248,4,25.2,37.0,2,1530.0,3840.0,1735.0,1,5,73.97,190,5,2450,884000,Hat
Tata Altroz Xe Petrol,1199,3,18.0,37.0,1,1523.0,3990.0,1755.0,1,5,84.82,113,5,2501,529000,Hat
Tata Altroz Xe Diesel,1497,4,25.0,37.0,2,1523.0,3990.0,1755.0,1,5,88.77,200,5,2501,699000,Hat
Tata Tigor Revotron Xe,1199,3,23.0,35.0,1,1537.0,3992.0,1677.0,5,4,84.82,113,5,2450,575000,Sed
Tata Tigor Revotron Xm,1199,3,23.0,35.0,1,1537.0,3992.0,1677.0,5,4,84.82,113,5,2450,610000,Sed
Tata Tigor Revotron Xz,1199,3,23.0,35.0,1,1537.0,3992.0,1677.0,5,4,84.82,113,5,2450,650000,Sed
Tata Tigor Revotron Xz Plus,1199,3,23.0,35.0,1,1537.0,3992.0,1677.0,5,4,84.82,113,5,2450,699000,Sed
Tata Tigor Revotron Xma,1199,3,23.0,35.0,1,1537.0,3992.0,1677.0,5,4,84.82,113,5,2450,660000,Sed
Tata Tigor Revotron Xza Plus,1199,3,23.0,35.0,1,1537.0,3992.0,1677.0,5,4,84.82,113,5,2450,749000,Sed
Tata Zest Xe Petrol,1193,4,17.6,44.0,1,1570.0,3995.0,1706.0,5,4,88.77,140,5,2470,582287,Sed
Tata Zest Xe Diesel,1248,4,23.0,44.0,2,1570.0,3995.0,1706.0,5,4,73.97,190,5,2470,702946,Sed
Tata Zest Xm Petrol,1193,4,17.6,44.0,1,1570.0,3995.0,1706.0,5,4,88.77,140,5,2470,653926,Sed
Tata Zest Xms Petrol,1193,4,17.6,44.0,1,1570.0,3995.0,1706.0,5,4,88.77,140,5,2470,672641,Sed
Tata Zest Xt Petrol,1193,4,17.6,44.0,1,1570.0,3995.0,1706.0,5,4,88.77,140,5,2470,732475,Sed
Tata Zest Xm Diesel,1248,4,23.0,44.0,2,1570.0,3995.0,1706.0,5,4,73.97,190,5,2470,767317,Sed
Tata Zest Xms Diesel,1248,4,20.65,44.0,2,1570.0,3995.0,1706.0,5,5,73.97,190,5,2470,793898,Sed
Tata Zest Xt Diesel,1248,4,23.0,44.0,2,1570.0,3995.0,1706.0,5,4,88.77,200,5,2470,855362,Sed
Tata Zest Xma Diesel,1248,4,23.0,44.0,2,1570.0,3995.0,1706.0,5,4,73.97,190,5,2470,836320,Sed
Tata Zest Xta Diesel,1248,4,23.0,44.0,2,1570.0,3995.0,1706.0,5,4,88.77,200,5,2470,989000,Sed
Tata Zest Zest Premio Edition,1248,4,20.65,44.0,2,1570.0,3995.0,1706.0,5,5,73.97,190,5,2470,788797,Sed
Honda Amaze S Cvt Petrol,1199,4,19.0,35.0,1,1501.0,3995.0,1695.0,5,4,88.77,110,5,2470,763000,Sed
Honda Amaze E Mt Diesel,1498,4,27.4,35.0,2,1498.0,3995.0,1695.0,5,4,98.63,200,5,2470,705000,Sed
Honda Amaze E Mt Petrol,1199,4,19.5,35.0,1,1498.0,3995.0,1695.0,5,4,88.77,110,5,2470,593000,Sed
Honda Amaze S Cvt Diesel,1498,4,23.8,35.0,2,1501.0,3995.0,1695.0,5,4,78.91,160,5,2470,865000,Sed
Honda Amaze V Cvt Petrol,1199,4,19.0,35.0,1,1501.0,3995.0,1695.0,5,4,88.77,110,5,2470,823000,Sed
Honda Amaze V Cvt Diesel,1498,4,23.8,35.0,2,1501.0,3995.0,1695.0,5,4,78.91,160,5,2470,925000,Sed
Honda Amaze S Mt Diesel,1498,4,27.4,35.0,2,1501.0,3995.0,1695.0,5,4,98.63,200,5,2470,785000,Sed
Honda Amaze Vx Mt Diesel,1498,4,27.4,35.0,2,1501.0,3995.0,1695.0,5,4,98.63,200,5,2470,893000,Sed
Honda Amaze V Mt Diesel,1498,4,27.4,35.0,2,1501.0,3995.0,1695.0,5,4,98.63,200,5,2470,845000,Sed
Honda Amaze Vx Mt Petrol,1199,4,19.5,35.0,1,1501.0,3995.0,1695.0,5,4,88.77,110,5,2470,781000,Sed
