,Make,Model,Variant,Car,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,ARAI_Certified_Mileage,Fuel_System,Fuel_Type,Body_Type,Doors,Power,Torque,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,Ventilation_System,Number_of_Airbags,Parking_Assistance,Infotainment_Screen
981,Kia,Seltos,Gtx 1.4,Kia Seltos Gtx 1.4,1529000,1353 cc,4.0,FWD (Front Wheel Drive),16.1,Injection,Petrol,SUV,5.0,140PS@6000RPM,242Nm@1500-3200rpm,5.0,Fabric,Manual,2610 mm,,Fully automatic climate control,4.0,Rear sensors with camera,Touch Sensitive
982,Kia,Seltos,Gtx At 1.4,Kia Seltos Gtx At 1.4,1629000,1353 cc,4.0,FWD (Front Wheel Drive),16.5,Injection,Petrol,SUV,5.0,140PS@6000RPM,242Nm@1500-3200rpm,5.0,Leather,DCT,2610 mm,Yes,Fully automatic climate control,4.0,Front and rear sensors with camera,Touch Sensitive
983,Kia,Seltos,Gtx Plus 1.4,Kia Seltos Gtx Plus 1.4,1629000,1353 cc,4.0,FWD (Front Wheel Drive),16.1,Injection,Petrol,SUV,5.0,140PS@6000RPM,242Nm@1500-3200rpm,5.0,Leather,Manual,2610 mm,Yes,Fully automatic climate control,4.0,Front and rear sensors with camera,Touch Sensitive
985,Nissan,Terrano,Xe D 85Ps,Nissan Terrano Xe D 85Ps,999900,1461 cc,4.0,FWD (Front Wheel Drive),20.45,Injection,Diesel,SUV,5.0,85PS@3750rpm,200Nm@1900rpm,5.0,Fabric,Manual,2673 mm,,Manual Air conditioning with cooling and heating,2.0,,Touch Sensitive
986,Nissan,Terrano,Xv D Premium 110 Ps Amt,Nissan Terrano Xv D Premium 110 Ps Amt,1464900,1461 cc,4.0,FWD (Front Wheel Drive),19.01,Injection,Diesel,SUV,5.0,110PS@3900rpm,248Nm@2250rpm,5.0,Fabric,Automatic,2673 mm,Yes,Fully automatic climate control,2.0,Rear sensors,Touch Sensitive
987,Nissan,Terrano,Xl (P),Nissan Terrano Xl (P),999900,1598 cc,4.0,FWD (Front Wheel Drive),13.24,Injection,Petrol,SUV,5.0,104PS@5850rpm,145Nm@3750rpm,5.0,Fabric,Manual,2673 mm,,Manual Air conditioning with cooling and heating,2.0,,Touch Sensitive
988,Nissan,Terrano,Xl D(O),Nissan Terrano Xl D(O),1235700,1461 cc,4.0,FWD (Front Wheel Drive),20.45,Injection,Diesel,SUV,5.0,85PS@3750rpm,200Nm@1900rpm,5.0,Fabric,Manual,2673 mm,,Manual Air conditioning with cooling and heating,2.0,,
989,Nissan,Terrano,Xv D Premium 110 Ps,Nissan Terrano Xv D Premium 110 Ps,1419900,1461 cc,4.0,FWD (Front Wheel Drive),19.01,Injection,Diesel,SUV,5.0,110PS@3900rpm,248Nm@2250rpm,5.0,Leather,Manual,2673 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,Touch Sensitive
990,Nissan,Terrano,Sport Edition,Nissan Terrano Sport Edition,1235700,1461 cc,4.0,FWD (Front Wheel Drive),20.45,Injection,Diesel,SUV,5.0,85PS@3750rpm,200Nm@1900rpm,5.0,Fabric,Manual,2673 mm,,Manual Air conditioning with cooling and heating,2.0,,Touch Sensitive
991,Tata,Safari Storme,2.2 Lx 4X2,Tata Safari Storme 2.2 Lx 4X2,1109005,2179 cc,4.0,FWD (Front Wheel Drive),14.0,Injection,Diesel,SUV,5.0,150PS@4000rpm,320Nm@1700-2700rpm,7.0,Fabric,Manual,2650 mm,,Manual Air conditioning with cooling and heating,,,
992,Tata,Safari Storme,2.2 Ex 4X2,Tata Safari Storme 2.2 Ex 4X2,1335158,2179 cc,4.0,FWD (Front Wheel Drive),14.0,Injection,Diesel,SUV,5.0,150PS@4000rpm,320Nm@1700-2700rpm,7.0,Fabric,Manual,2650 mm,,Manual Air conditioning with cooling and heating,,,
993,Tata,Safari Storme,2.2 Vx 4X2 Varicor 400,Tata Safari Storme 2.2 Vx 4X2 Varicor 400,1479574,2179 cc,4.0,RWD (Rear Wheel Drive),14.1,Injection,Diesel,SUV,5.0,156PS@4000rpm,400Nm@1750-2500rpm,7.0,Fabric,Manual,2650 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,Yes
994,Tata,Safari Storme,2.2 Vx 4X4 Varicor 400,Tata Safari Storme 2.2 Vx 4X4 Varicor 400,1643829,2179 cc,4.0,AWD (All Wheel Drive),14.1,Injection,Diesel,SUV,5.0,156PS@4000rpm,400Nm@1750-2500rpm,7.0,Fabric,Manual,2650 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,Yes
995,Mg,Hector,1.5L Style,Mg Hector 1.5L Style,1248000,1500 cc,4.0,FWD (Front Wheel Drive),,Injection,Petrol,SUV,5.0,141bhp,250NM,5.0,Fabric,Manual,2750 mm,,,2.0,Rear sensors,
996,Mg,Hector,2.0L Style,Mg Hector 2.0L Style,1348000,2000 cc,4.0,FWD (Front Wheel Drive),17.41,Injection,Diesel,SUV,5.0,168bhp,350NM,5.0,Fabric,Manual,2750 mm,,,2.0,Rear sensors,
997,Mg,Hector,2.0L Super,Mg Hector 2.0L Super,1448000,2000 cc,4.0,FWD (Front Wheel Drive),17.41,Injection,Diesel,SUV,5.0,168bhp,350NM,5.0,Fabric,Manual,2750 mm,,Yes,2.0,Rear sensors with camera,Touch Sensitive
998,Mg,Hector,2.0L Smart,Mg Hector 2.0L Smart,1588000,2000 cc,4.0,FWD (Front Wheel Drive),17.41,Injection,Diesel,SUV,5.0,168bhp,350NM,5.0,Fabric,Manual,2750 mm,,Yes,6.0,Rear sensors with camera,Touch Sensitive
999,Mg,Hector,2.0L Sharp,Mg Hector 2.0L Sharp,1728000,2000 cc,4.0,FWD (Front Wheel Drive),17.41,Injection,Diesel,SUV,5.0,168bhp,350NM,5.0,,Manual,2750 mm,,,6.0,Front & rear sensors with 360 degree view,
1000,Mg,Hector,1.5L Super,Mg Hector 1.5L Super,1328000,1500 cc,4.0,FWD (Front Wheel Drive),,Injection,Petrol,SUV,5.0,141bhp,250NM,5.0,Fabric,Manual,2750 mm,,,2.0,Rear sensors with camera,Touch Sensitive
1004,Mg,Hector,1.5L Smart Dct,Mg Hector 1.5L Smart Dct,1568000,1500 cc,4.0,FWD (Front Wheel Drive),,Injection,Petrol,SUV,5.0,141bhp,250NM,5.0,Fabric,DCT,2750 mm,,,6.0,Rear sensors with camera,Touch Sensitive
1005,Mg,Hector,1.5L Sharp Dct,Mg Hector 1.5L Sharp Dct,1718000,1500 cc,4.0,FWD (Front Wheel Drive),,Injection,Petrol,SUV,5.0,141bhp,250NM,5.0,,DCT,2750 mm,,,6.0,Front & rear sensors with 360 degree view,
1009,Hyundai,Elantra,S,Hyundai Elantra S,1589000,1999 cc,4.0,FWD (Front Wheel Drive),14.6,Injection,Petrol,Sedan,4.0,152PS@6200rpm,196Nm@4000rpm,5.0,Fabric,Manual,2700 mm,,Manual Air conditioning with cooling and heating,6.0,Rear sensors,Touch Sensitive
1010,Hyundai,Elantra,Sx,Hyundai Elantra Sx,1849000,1999 cc,4.0,FWD (Front Wheel Drive),14.6,Injection,Petrol,Sedan,4.0,152PS@6200rpm,196Nm@4000rpm,5.0,Fabric,Manual,2700 mm,,2 Zone Climate Control,6.0,"Rear sensors, Rear sensors with camera",Touch Sensitive
1011,Hyundai,Elantra,Sx At,Hyundai Elantra Sx At,1949000,1999 cc,4.0,FWD (Front Wheel Drive),14.6,Injection,Petrol,Sedan,4.0,152PS@6200rpm,196Nm@4000rpm,5.0,Fabric,AMT,2700 mm,,2 Zone Climate Control,6.0,Rear sensors with camera,Touch Sensitive
1012,Hyundai,Elantra,Sx(O) At,Hyundai Elantra Sx(O) At,2039000,1999 cc,4.0,FWD (Front Wheel Drive),14.6,Injection,Petrol,Sedan,4.0,152PS@6200rpm,196Nm@4000rpm,5.0,Leather,AMT,2700 mm,Yes,2 Zone Climate Control,6.0,Front and rear sensors with camera,Touch Sensitive
1013,Hyundai,Tucson,2Wd Mt Diesel,Hyundai Tucson 2Wd Mt Diesel,2079717,1995 cc,4.0,4WD,18.42,Injection,Diesel,SUV,5.0,185PS@4000rpm,400NM@1750rpm,5.0,Fabric,Manual,2670 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors with camera,Touch Sensitive
1014,Hyundai,Tucson,2Wd Mt Petrol,Hyundai Tucson 2Wd Mt Petrol,1876656,1999 cc,4.0,FWD (Front Wheel Drive),13.03,Injection,Petrol,SUV,5.0,155PS@6200rpm,192NM@4000rpm,5.0,Fabric,Manual,2670 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors with camera,Touch Sensitive
1015,Hyundai,Tucson,2Wd At Gl Diesel,Hyundai Tucson 2Wd At Gl Diesel,2364354,1995 cc,4.0,FWD (Front Wheel Drive),16.38,Injection,Diesel,SUV,5.0,185PS@4000rpm,400NM@1750rpm,5.0,Leather,Automatic,2670 mm,Yes,2 Zone Climate Control,6.0,Front and rear sensors with camera,Touch Sensitive
1016,Hyundai,Tucson,2Wd At Gl Petrol,Hyundai Tucson 2Wd At Gl Petrol,2187384,1999 cc,4.0,FWD (Front Wheel Drive),12.95,Injection,Petrol,SUV,5.0,155PS@6200rpm,192NM@4000rpm,5.0,Leather,Automatic,2670 mm,Yes,2 Zone Climate Control,6.0,Front and rear sensors with camera,Touch Sensitive
1017,Hyundai,Tucson,4Wd At Gls Diesel,Hyundai Tucson 4Wd At Gls Diesel,2697417,1995 cc,4.0,4WD,16.38,Injection,Diesel,SUV,5.0,185PS@4000rpm,400NM@1750rpm,5.0,Leather,Automatic,2670 mm,Yes,2 Zone Climate Control,6.0,Front and rear sensors with camera,Touch Sensitive
1018,Hyundai,Tucson,2Wd At Gls Petrol,Hyundai Tucson 2Wd At Gls Petrol,2373522,1999 cc,4.0,FWD (Front Wheel Drive),12.95,Injection,Petrol,SUV,5.0,155PS@6200rpm,192NM@4000rpm,5.0,Leather,Automatic,2670 mm,Yes,2 Zone Climate Control,6.0,Front and rear sensors with camera,Touch Sensitive
1019,Hyundai,Tucson,2Wd At Gl(O) Petrol,Hyundai Tucson 2Wd At Gl(O) Petrol,2246749,1999 cc,4.0,FWD (Front Wheel Drive),12.95,Injection,Petrol,SUV,5.0,155PS@6200rpm,192NM@4000rpm,5.0,Leather,Automatic,2670 mm,Yes,2 Zone Climate Control,6.0,Front and rear sensors with camera,Touch Sensitive
1020,Hyundai,Tucson,2Wd At Gl(O) Diesel,Hyundai Tucson 2Wd At Gl(O) Diesel,2423720,1995 cc,4.0,FWD (Front Wheel Drive),16.38,Injection,Diesel,SUV,5.0,185PS@4000rpm,400NM@1750rpm,5.0,Leather,Automatic,2670 mm,Yes,2 Zone Climate Control,6.0,Front and rear sensors with camera,Touch Sensitive
1021,Volkswagen,Passat,2.0 Tdi Comfortline,Volkswagen Passat 2.0 Tdi Comfortline,3021500,1968 cc,4.0,FWD (Front Wheel Drive),17.42,Injection,Diesel,Sedan,4.0,180PS@3600-4000rpm,350Nm@1750-2500rpm,5.0,Leather,Automatic,2786 mm,,3 Zone climate control,9.0,Front & rear sensors with 360 degree view,Touch Sensitive
1022,Volkswagen,Passat,2.0 Tdi Highline,Volkswagen Passat 2.0 Tdi Highline,3321500,1968 cc,4.0,FWD (Front Wheel Drive),17.42,Injection,Diesel,Sedan,4.0,180PS@3600-4000rpm,350Nm@1750-2500rpm,5.0,Leather,Automatic,2786 mm,,3 Zone climate control,9.0,Front & rear sensors with 360 degree view,Touch Sensitive
1023,Volkswagen,Passat,2.0 Tdi Comfortline Connect,Volkswagen Passat 2.0 Tdi Comfortline Connect,2599000,1968 cc,4.0,FWD (Front Wheel Drive),17.42,Injection,Diesel,Sedan,4.0,180PS@3600-4000rpm,350Nm@1750-2500rpm,5.0,Leather,Automatic,2786 mm,,3 Zone climate control,9.0,Front & rear sensors with 360 degree view,Touch Sensitive
1024,Volkswagen,Passat,2.0 Tdi Highline Connect,Volkswagen Passat 2.0 Tdi Highline Connect,2899000,1968 cc,4.0,FWD (Front Wheel Drive),17.42,Injection,Diesel,Sedan,4.0,180PS@3600-4000rpm,350Nm@1750-2500rpm,5.0,Leather,Automatic,2786 mm,,3 Zone climate control,9.0,Front & rear sensors with 360 degree view,Touch Sensitive
1025,Mercedes,Benz A-Class,180,Mercedes Benz A-Class 180,2785288,1595 cc,4.0,FWD (Front Wheel Drive),15.5,Injection,Petrol,Hatchback,5.0,122PS@5000rpm,200Nm@1250-4000rpm,5.0,Leather,Automatic,2699 mm,Yes,Fully automatic climate control,8.0,Rear sensors with camera,Touch Sensitive
1026,Mercedes,Benz A-Class,200D,Mercedes Benz A-Class 200D,2886871,2143 cc,4.0,FWD (Front Wheel Drive),15.5,Injection,Diesel,Hatchback,5.0,136PS@4400RPM,300Nm@1600-3000rpm,5.0,Leather,Automatic,2699 mm,Yes,Fully automatic climate control,8.0,Rear sensors with camera,Touch Sensitive
1027,Volvo,V40 Cross Country,D3,Volvo V40 Cross Country D3,3283000,1984 cc,5.0,FWD (Front Wheel Drive),16.8,Injection,Diesel,Hatchback,5.0,150PS@3500rpm,350Nm@1500-2750rpm,5.0,Leather,Automatic,2646 mm,Yes,2 Zone Climate Control,7.0,Front and rear sensors with camera,Yes
1028,Volvo,V40 Cross Country,T4,Volvo V40 Cross Country T4,2962000,1596 cc,4.0,FWD (Front Wheel Drive),16.0,Injection,Petrol,Hatchback,5.0,180PS@5700rpm,240Nm@1600-500rpm,5.0,Leather,Automatic,2646 mm,Yes,2 Zone Climate Control,7.0,Yes,Yes
1029,Mini,Countryman,Cooper S,Mini Countryman Cooper S,3490000,1998 cc,4.0,FWD (Front Wheel Drive),14.41,Injection,Petrol,Hatchback,5.0,192PS@5500rpm,280Nm@1350rpm,5.0,Leather,Automatic,2670 mm,,2 Zone Climate Control,6.0,Front and rear sensors with camera,Yes
1030,Mini,Countryman,Cooper Sd,Mini Countryman Cooper Sd,3740000,1998 cc,4.0,FWD (Front Wheel Drive),19.19,Injection,Diesel,Hatchback,5.0,190PS@5500rpm,400NM@1750rpm,5.0,Leather,Automatic,2670 mm,Yes,2 Zone Climate Control,6.0,"Front sensors, Rear sensors",Yes
1031,Mini,Countryman,Cooper S Jcw Inspired,Mini Countryman Cooper S Jcw Inspired,4140000,1998 cc,4.0,FWD (Front Wheel Drive),14.41,Injection,Petrol,Hatchback,5.0,192PS@5500rpm,280Nm@1350rpm,5.0,Leather,Automatic,2670 mm,Yes,2 Zone Climate Control,6.0,Front and rear sensors with camera,Touch Sensitive
1032,Mini,Countryman,Black Edition,Mini Countryman Black Edition,4240000,1998 cc,4.0,FWD (Front Wheel Drive),14.41,Injection,Petrol,Hatchback,5.0,192PS@5500rpm,280Nm@1350rpm,5.0,Leather,Automatic,2670 mm,Yes,2 Zone Climate Control,6.0,Front and rear sensors with camera,Touch Sensitive
1033,Mercedes,Benz C-Class,C 220D Prime,Mercedes Benz C-Class C 220D Prime,4020000,1950 cc,4.0,RWD (Rear Wheel Drive),12.06,Injection,Diesel,Sedan,4.0,192bhp@3800rpm,400Nm@1600rpm,5.0,Leather,Automatic,2840 mm,Yes,2 Zone Climate Control,7.0,Rear sensors with camera,Touch Sensitive
1034,Mercedes,Benz C-Class,C 220D Progressive,Mercedes Benz C-Class C 220D Progressive,4670000,1950 cc,4.0,RWD (Rear Wheel Drive),12.06,Injection,Diesel,Sedan,4.0,192bhp@3800rpm,400Nm@1600rpm,5.0,Leather,Automatic,2840 mm,Yes,2 Zone Climate Control,7.0,Rear sensors with camera,Touch Sensitive
1035,Mercedes,Benz C-Class,C 300D Amg Line,Mercedes Benz C-Class C 300D Amg Line,4974750,1950 cc,4.0,RWD (Rear Wheel Drive),16.05,Injection,Diesel,Sedan,4.0,241bhp@4200rpm,500Nm@1600rpm,5.0,Leather,Automatic,2840 mm,Yes,2 Zone Climate Control,7.0,Rear sensors with camera,Touch Sensitive
1036,Mercedes,Benz C-Class,C 43 Amg,Mercedes Benz C-Class C 43 Amg,7500000,3982 cc,8.0,RWD (Rear Wheel Drive),1449.0,Injection,Petrol,Coupe,4.0,503bhp@5500rpm,700Nm@1750RPM,5.0,Leather,Automatic,2840 mm,Yes,2 Zone Climate Control,7.0,Rear sensors with camera,Touch Sensitive
1037,Mercedes,Benz C-Class,C 200 Prime,Mercedes Benz C-Class C 200 Prime,4090000,1497 cc,4.0,RWD (Rear Wheel Drive),12.06,Injection,Petrol,Sedan,4.0,181bhp@5800rpm,280Nm@1600rpm,5.0,Leather,Automatic,2840 mm,Yes,2 Zone Climate Control,7.0,Rear sensors with camera,Touch Sensitive
1038,Mercedes,Benz C-Class,C 200 Progressive,Mercedes Benz C-Class C 200 Progressive,4654000,1497 cc,4.0,RWD (Rear Wheel Drive),12.06,Injection,Petrol,Sedan,4.0,181bhp @5800rpm,280Nm@1600rpm,5.0,Leather,Automatic,2840 mm,Yes,2 Zone Climate Control,7.0,Rear sensors with camera,Touch Sensitive
1041,Lexus,Nx 300H,F-Sport,Lexus Nx 300H F-Sport,6060000,2494 cc,6.0,AWD (All Wheel Drive),18.3,Injection,Petrol,SUV,4.0,194PS@5700rpm,210Nm@4200-4400rpm,5.0,Leather,Automatic,2660 mm,,Fully automatic climate control,8.0,Front & rear sensors with 360 degree view,Touch Sensitive
1042,Lexus,Nx 300H,Luxury,Lexus Nx 300H Luxury,5990000,2494 cc,6.0,AWD (All Wheel Drive),18.3,Injection,Petrol,SUV,4.0,194PS@5700rpm,210Nm@4200-4400rpm,5.0,Leather,Automatic,2660 mm,,Fully automatic climate control,8.0,Front & rear sensors with 360 degree view,Touch Sensitive
1043,Jaguar,F-Pace,Prestige,Jaguar F-Pace Prestige,6463780,1999 cc,4.0,AWD (All Wheel Drive),16.38,Injection,Diesel,SUV,5.0,180ps@5500rpm,430Nm@1750-2000rpm,5.0,Leather,Automatic,2874 mm,Yes,2 Zone Climate Control,6.0,Front and rear sensors with camera,Touch Sensitive
1044,Jaguar,F-Pace,Prestige Petrol,Jaguar F-Pace Prestige Petrol,6422809,1997 cc,4.0,AWD (All Wheel Drive),21.27,Injection,Petrol,SUV,5.0,247bhp@5500rpm,369Nm@1300-4000rpm,5.0,Leather,Automatic,2874 mm,Yes,2 Zone Climate Control,6.0,Front and rear sensors with camera,Touch Sensitive
1045,Volvo,V90 Cross Country,D5 Inscription,Volvo V90 Cross Country D5 Inscription,6531000,1969 cc,4.0,AWD (All Wheel Drive),17.2,Injection,Diesel,SUV,5.0,235PS@4250RPM,480Nm@1740RPM,5.0,Leather,Automatic,2941 mm,Yes,4 Zone climate control,6.0,Front & rear sensors with 360 degree view,Touch Sensitive
1046,Audi,A5 Cabriolet,2.0 Tdi,Audi A5 Cabriolet 2.0 Tdi,6948200,1968 cc,4.0,FWD (Front Wheel Drive),17.2,Injection,Diesel,Convertible,2.0,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,4.0,Leather,Automatic,,Yes,Fully automatic climate control,4.0,Yes,Touch Sensitive
1047,Mercedes,Benz Gle,300D 4Matic,Mercedes Benz Gle 300D 4Matic,7370000,1950 cc,4.0,AWD (All Wheel Drive),,Injection,Diesel,SUV,5.0,245PS@4200rpm,500Nm@1600rpm,5.0,Leather,Automatic,2915 mm,Yes,4 Zone climate control,7.0,Front & rear sensors with 360 degree view,Touch Sensitive
1048,Mercedes,Benz Gle,400D 4Matic Hip Hop Edition,Mercedes Benz Gle 400D 4Matic Hip Hop Edition,12500000,2925 cc,6.0,AWD (All Wheel Drive),,Injection,Diesel,SUV,5.0,330PS@3600-4200rpm,700Nm@1200-3200rpm,5.0,Leather,Automatic,2915 mm,Yes,4 Zone climate control,7.0,Front & rear sensors with 360 degree view,Touch Sensitive
1049,Mercedes,Benz Cls,300D,Mercedes Benz Cls 300D,8470000,1950 cc,4.0,RWD (Rear Wheel Drive),,Injection,Diesel,Sedan,5.0,245Bhp@4200RPM,500Nm@1600-2400RPM,5.0,Leather,Automatic,,Yes,2 Zone Climate Control,7.0,Rear sensors with camera,Touch Sensitive
1050,Bmw,X7,Xdrive 40I,Bmw X7 Xdrive 40I,10490000,2998 cc,6.0,AWD (All Wheel Drive),13.38,Injection,Petrol,SUV,5.0,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,7.0,Leather,Automatic,3105 mm,Yes,4 Zone climate control,9.0,Front & rear sensors with 360 degree view,Touch Sensitive
1051,Bmw,X7,Xdrive30D Dpe Signature,Bmw X7 Xdrive30D Dpe Signature,10250000,2993 cc,6.0,AWD (All Wheel Drive),13.38,Injection,Diesel,SUV,5.0,262 bhp @ 4000 rpm,620 Nm @ 1500 rpm,7.0,Leather,Automatic,3105 mm,Yes,4 Zone climate control,9.0,Front & rear sensors with 360 degree view,Touch Sensitive
1052,Bmw,M4,Coupe,Bmw M4 Coupe,13590000,2979 cc,6.0,RWD (Rear Wheel Drive),10.75,Injection,Petrol,Coupe,2.0,431PS@7300RPM,550Nm@1850-5500rpm,4.0,Leather,Automatic,2812 mm,Yes,2 Zone Climate Control,10.0,Front and rear sensors with camera,Touch Sensitive
1053,Porsche,911,Carrera S,Porsche 911 Carrera S,17420000,2981 cc,6.0,AWD (All Wheel Drive),8.9,Injection,Petrol,Coupe,2.0,450hp@6500rpm,530Nm@5000rpm,4.0,Leather,Automatic,2450 mm,Yes,Fully automatic climate control,4.0,Front and rear sensors with camera,Touch Sensitive
1054,Porsche,911,Carrera S Cabriolet,Porsche 911 Carrera S Cabriolet,18844000,2981 cc,6.0,AWD (All Wheel Drive),9.1,Injection,Petrol,Convertible,2.0,450hp@6500rpm,530Nm@5000rpm,4.0,Leather,Automatic,2450 mm,Yes,Fully automatic climate control,4.0,Front and rear sensors with camera,Touch Sensitive
1055,Nissan,Gtr,3.8 V6,Nissan Gtr 3.8 V6,21240272,3799 cc,6.0,AWD (All Wheel Drive),9.0,Injection,Petrol,Coupe,2.0,570PS@6800rpm,637Nm@3200rpm,4.0,Leather,Automatic,2780 mm,Yes,Fully automatic climate control,6.0,Front and rear sensors with camera,Touch Sensitive
1056,Aston Martin,Vantage,Coupe,Aston Martin Vantage Coupe,29500000,3982 cc,8.0,RWD (Rear Wheel Drive),8.0,Injection,Petrol,Coupe,2.0,505bhp@6000rpm,685Nm@2000-5000rpm,2.0,Leather,Automatic,2704 mm,Yes,"Fully automatic climate control, 2 Zone Climate Control",6.0,"Rear sensors, Rear sensors with camera",Yes
1057,Aston Martin,Rapide,Luxe,Aston Martin Rapide Luxe,38845823,5935 cc,12.0,RWD (Rear Wheel Drive),12.9,Injection,Petrol,Sedan,4.0,560PS@6650rpm,630Nm@5500rpm,4.0,Leather,Automatic,2989 mm,Yes,Fully automatic climate control,8.0,Front and rear sensors with camera,Touch Sensitive
1058,Ferrari,812 Superfast,Superfast,Ferrari 812 Superfast Superfast,52000000,6496 cc,12.0,AWD (All Wheel Drive),14.9,Injection,Petrol,Coupe,2.0,789 bhp @ 8500 rpm,718 Nm @ 7000 rpm,2.0,Leather,Automatic,2720 mm,Yes,Fully automatic climate control,4.0,Front and rear sensors with camera,Touch Sensitive
1059,Maruti Suzuki,Alto 800 Tour,H1,Maruti Suzuki Alto 800 Tour H1,354235,796 cc,3.0,FWD (Front Wheel Drive),23.7,Injection,Petrol,Hatchback,5.0,48PS@6000rpm,69Nm@3500rpm,5.0,Fabric,Manual,2360 mm,,Manual Air conditioning with cooling and heating,,,
1060,Maruti Suzuki,Alto 800 Tour,H1 (O),Maruti Suzuki Alto 800 Tour H1 (O),356559,796 cc,3.0,FWD (Front Wheel Drive),24.7,Injection,Petrol,Hatchback,5.0,48PS@6000rpm,69Nm@3500rpm,5.0,Fabric,Manual,2360 mm,,Manual Air conditioning with cooling and heating,1.0,,
1061,Hyundai,Grand I10 Nios,Magna 1.2 Crdi,Hyundai Grand I10 Nios Magna 1.2 Crdi,675090,1186 cc,3.0,FWD (Front Wheel Drive),20.7,Injection,Diesel,Hatchback,5.0,75PS@4000rpm,190NM@1750-2250RPM,5.0,Fabric,Manual,2450 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,
1062,Hyundai,Grand I10 Nios,Era 1.2 Vtvt,Hyundai Grand I10 Nios Era 1.2 Vtvt,504990,1197 cc,4.0,FWD (Front Wheel Drive),20.7,Injection,Petrol,Hatchback,5.0,83PS@6000rpm,114Nm@4000rpm,5.0,Fabric,Manual,2450 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,
1063,Hyundai,Grand I10 Nios,Magna 1.2 Vtvt,Hyundai Grand I10 Nios Magna 1.2 Vtvt,589610,1197 cc,4.0,FWD (Front Wheel Drive),20.7,Injection,Petrol,Hatchback,5.0,83PS@6000rpm,114Nm@4000rpm,5.0,Fabric,Manual,2450 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,
1064,Hyundai,Grand I10 Nios,Magna Amt 1.2 Vtvt,Hyundai Grand I10 Nios Magna Amt 1.2 Vtvt,642610,1197 cc,4.0,FWD (Front Wheel Drive),20.7,Injection,Petrol,Hatchback,5.0,83PS@6000rpm,114Nm@4000rpm,5.0,Fabric,Automatic,2450 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,
1065,Hyundai,Grand I10 Nios,Sportz 1.2 Vtvt,Hyundai Grand I10 Nios Sportz 1.2 Vtvt,643350,1197 cc,4.0,FWD (Front Wheel Drive),20.7,Injection,Petrol,Hatchback,5.0,83PS@6000rpm,114Nm@4000rpm,5.0,Fabric,Manual,2450 mm,,Fully automatic climate control,2.0,Rear sensors,Touch Sensitive
1066,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Vtvt,Hyundai Grand I10 Nios Sportz Amt 1.2 Vtvt,703350,1197 cc,4.0,FWD (Front Wheel Drive),20.7,Injection,Petrol,Hatchback,5.0,83PS@6000rpm,114Nm@4000rpm,5.0,Fabric,Automatic,2450 mm,,Fully automatic climate control,2.0,Rear sensors,Touch Sensitive
1067,Hyundai,Grand I10 Nios,Sportz Dual Tone 1.2 Vtvt,Hyundai Grand I10 Nios Sportz Dual Tone 1.2 Vtvt,673350,1197 cc,4.0,FWD (Front Wheel Drive),20.7,Injection,Petrol,Hatchback,5.0,83PS@6000rpm,114Nm@4000rpm,5.0,Fabric,Manual,2450 mm,,Fully automatic climate control,2.0,Rear sensors,Touch Sensitive
1068,Hyundai,Grand I10 Nios,Asta 1.2 Vtvt,Hyundai Grand I10 Nios Asta 1.2 Vtvt,718950,1197 cc,4.0,FWD (Front Wheel Drive),20.7,Injection,Petrol,Hatchback,5.0,83PS@6000rpm,114Nm@4000rpm,5.0,Leather,Manual,2450 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
1069,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Crdi,Hyundai Grand I10 Nios Sportz Amt 1.2 Crdi,790350,1186 cc,3.0,FWD (Front Wheel Drive),20.7,Injection,Diesel,Hatchback,5.0,75PS@4000rpm,190NM@1750-2250RPM,5.0,Fabric,Automatic,2450 mm,,Fully automatic climate control,2.0,Rear sensors,Touch Sensitive
1070,Hyundai,Grand I10 Nios,Asta 1.2 Crdi,Hyundai Grand I10 Nios Asta 1.2 Crdi,804450,1186 cc,3.0,FWD (Front Wheel Drive),20.7,Injection,Diesel,Hatchback,5.0,75PS@4000rpm,190NM@1750-2250RPM,5.0,Leather,Manual,2450 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
1071,Hyundai,Xcent,S 1.2,Hyundai Xcent S 1.2,643769,1197 cc,4.0,FWD (Front Wheel Drive),20.14,Injection,Petrol,Sedan,4.0,83PS@6000rpm,114Nm@6000rpm,5.0,Fabric,Manual,2425 mm,,Manual Air conditioning with cooling and heating,2.0,Rear sensors,
