,Make,Model,Variant,Car,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,ARAI_Certified_Mileage,Fuel_System,Fuel_Type,Body_Type,Doors,Power,Torque,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,Ventilation_System,Number_of_Airbags,Parking_Assistance,Infotainment_Screen
728,Jeep,Compass,1.4 Longitude (O) At,Jeep Compass 1.4 Longitude (O) At,1900000,1368 cc,6.0,FWD (Front Wheel Drive),14.1,Injection,Petrol,SUV,5.0,163PS@5500rpm,250Nm@2500-4000rpm,5.0,Leather,Automatic,2636 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
729,Jeep,Compass,1.4 Limited (O) At Petrol Black Pack,Jeep Compass 1.4 Limited (O) At Petrol Black Pack,2070000,1368 cc,6.0,FWD (Front Wheel Drive),16.3,Injection,Petrol,SUV,5.0,162PS@3750rpm,250Nm@1750-2500rpm,5.0,Leather,Automatic,2636 mm,Yes,Fully automatic climate control,6.0,Rear sensors with camera,Touch Sensitive
730,Jeep,Compass,2.0 Limited (O) Black Pack,Jeep Compass 2.0 Limited (O) Black Pack,2036300,1956 cc,6.0,FWD (Front Wheel Drive),17.1,Injection,Diesel,SUV,5.0,173PS@3750rpm,350Nm@1750-2500rpm,5.0,Leather,Manual,2636 mm,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Touch Sensitive
731,Jeep,Compass,2.0 Limited (O) 4X4 Black Pack,Jeep Compass 2.0 Limited (O) 4X4 Black Pack,2214000,1956 cc,6.0,AWD (All Wheel Drive),16.3,Injection,Diesel,SUV,5.0,173PS@3750rpm,350Nm@1750-2500rpm,5.0,Leather,Manual,2636 mm,Yes,Fully automatic climate control,6.0,Rear sensors with camera,Touch Sensitive
732,Jeep,Compass,2.0 Limited Plus 4X4 At,Jeep Compass 2.0 Limited Plus 4X4 At,2499000,1956 cc,6.0,AWD (All Wheel Drive),17.1,Injection,Diesel,SUV,5.0,173PS@3750rpm,350Nm@1750-2500rpm,5.0,Leather,Automatic,2636 mm,Yes,Fully automatic climate control,6.0,Rear sensors with camera,Touch Sensitive
733,Jeep,Compass,2.0 Longitude 4X4 At,Jeep Compass 2.0 Longitude 4X4 At,2196000,1956 cc,6.0,AWD (All Wheel Drive),17.1,Injection,Diesel,SUV,5.0,173PS@3750rpm,350Nm@1750-2500rpm,5.0,Leather,Automatic,2636 mm,Yes,2 Zone Climate Control,2.0,Rear sensors,Touch Sensitive
734,Toyota,Corolla Altis,G Petrol,Toyota Corolla Altis G Petrol,1645000,1798 cc,4.0,FWD (Front Wheel Drive),16.7,Injection,Petrol,Sedan,4.0,140PS@6400rpm,173Nm@4000rpm,5.0,Fabric,Manual,2700 mm,,Fully automatic climate control,3.0,Rear sensors,Touch Sensitive
735,Toyota,Corolla Altis,G At Petrol,Toyota Corolla Altis G At Petrol,1806000,1798 cc,4.0,FWD (Front Wheel Drive),16.7,Injection,Petrol,Sedan,4.0,140PS@6400rpm,173Nm@4000rpm,5.0,Fabric,Automatic,2700 mm,,Fully automatic climate control,3.0,Rear sensors,Touch Sensitive
736,Toyota,Corolla Altis,Gl Petrol,Toyota Corolla Altis Gl Petrol,1882000,1798 cc,4.0,FWD (Front Wheel Drive),16.7,Injection,Petrol,Sedan,4.0,140PS@6400rpm,173Nm@4000rpm,5.0,Leather,Manual,2700 mm,Yes,Fully automatic climate control,7.0,Rear sensors with camera,Touch Sensitive
737,Toyota,Corolla Altis,Gl Diesel,Toyota Corolla Altis Gl Diesel,1936000,1364 cc,4.0,FWD (Front Wheel Drive),21.0,Injection,Diesel,Sedan,4.0,88.4PS@3800rpm,205Nm@1800-2800rpm,5.0,Leather,Manual,2700 mm,Yes,Fully automatic climate control,3.0,Rear sensors,
738,Toyota,Corolla Altis,G Diesel,Toyota Corolla Altis G Diesel,1771000,1364 cc,4.0,FWD (Front Wheel Drive),21.0,Injection,Diesel,Sedan,4.0,88.4PS@3800rpm,205Nm@1800-2800rpm,5.0,Fabric,Manual,2700 mm,,Fully automatic climate control,3.0,Rear sensors,
739,Toyota,Corolla Altis,Vl At Petrol,Toyota Corolla Altis Vl At Petrol,2019000,1798 cc,4.0,FWD (Front Wheel Drive),16.7,Injection,Petrol,Sedan,4.0,140PS@6400rpm,173Nm@4000rpm,5.0,Leather,Automatic,2700 mm,Yes,Fully automatic climate control,7.0,Rear sensors with camera,Touch Sensitive
740,Honda,Civic,1.8 V Cvt,Honda Civic 1.8 V Cvt,1793900,1799 cc,4.0,FWD (Front Wheel Drive),16.5,Injection,Petrol,Sedan,4.0,141PS@6500rpm,174Nm@4300rpm,5.0,Fabric,Automatic,2700 mm,Yes,Manual Air conditioning with cooling and heating,4.0,Rear sensors with camera,Yes
741,Honda,Civic,1.8 Vx Cvt,Honda Civic 1.8 Vx Cvt,1944900,1799 cc,4.0,FWD (Front Wheel Drive),16.5,Injection,Petrol,Sedan,4.0,141PS@6500rpm,174Nm@4300rpm,5.0,Leather,Automatic,2700 mm,Yes,2 Zone Climate Control,4.0,Front & rear sensors with 360 degree view,Touch Sensitive
742,Honda,Civic,1.8 Zx Cvt,Honda Civic 1.8 Zx Cvt,2124900,1799 cc,4.0,FWD (Front Wheel Drive),16.8,Injection,Petrol,Sedan,4.0,141PS@6500rpm,174Nm@4300rpm,5.0,Leather,Automatic,2700 mm,Yes,2 Zone Climate Control,8.0,Front & rear sensors with 360 degree view,Touch Sensitive
743,Honda,Civic,1.6 Vx Mt,Honda Civic 1.6 Vx Mt,2054900,1597 cc,4.0,FWD (Front Wheel Drive),26.8,Injection,Diesel,Sedan,4.0,120ps@4000,300Nm@2000,5.0,Leather,Manual,2700 mm,Yes,2 Zone Climate Control,4.0,Rear sensors with camera,Touch Sensitive
744,Honda,Civic,1.6 Zx Mt,Honda Civic 1.6 Zx Mt,2234900,1597 cc,4.0,FWD (Front Wheel Drive),26.8,Injection,Diesel,Sedan,4.0,120PS@4000RPM,300NM@2000rpm,5.0,Leather,Manual,2700 mm,Yes,2 Zone Climate Control,8.0,Front & rear sensors with 360 degree view,Touch Sensitive
747,Kia,Carnival,Premium 7 Str,Kia Carnival Premium 7 Str,2495000,2199 cc,4.0,FWD (Front Wheel Drive),,Injection,Diesel,MUV,5.0,200PS@3800rpm,440Nm@1750-2750rpm,7.0,Fabric,Automatic,3060 mm,Yes,3 Zone climate control,2.0,Rear sensors with camera,Touch Sensitive
748,Kia,Carnival,Premium 8 Str,Kia Carnival Premium 8 Str,2515000,2199 cc,4.0,FWD (Front Wheel Drive),,Injection,Diesel,MUV,5.0,200PS@3800rpm,440Nm@1750-2750rpm,7.0,Fabric,Automatic,3060 mm,Yes,3 Zone climate control,2.0,Rear sensors with camera,Touch Sensitive
749,Kia,Carnival,Prestige 7 Str,Kia Carnival Prestige 7 Str,2895000,2199 cc,4.0,FWD (Front Wheel Drive),,Injection,Diesel,MUV,5.0,200PS@3800rpm,440Nm@1750-2750rpm,7.0,Fabric,Automatic,3060 mm,Yes,3 Zone climate control,6.0,Front and rear sensors with camera,Touch Sensitive
750,Kia,Carnival,Prestige 9 (6+3) Str,Kia Carnival Prestige 9 (6+3) Str,2995000,2199 cc,4.0,FWD (Front Wheel Drive),,Injection,Diesel,MUV,5.0,200PS@3800rpm,440Nm@1750-2750rpm,7.0,Fabric,Automatic,3060 mm,Yes,3 Zone climate control,6.0,Front and rear sensors with camera,Touch Sensitive
751,Kia,Carnival,Limousine 7 Str,Kia Carnival Limousine 7 Str,3395000,2199 cc,4.0,FWD (Front Wheel Drive),,Injection,Diesel,MUV,5.0,200PS@3800rpm,440Nm@1750-2750rpm,7.0,Leather,Automatic,3060 mm,Yes,3 Zone climate control,6.0,Front & rear sensors with 360 degree view,Touch Sensitive
752,Skoda,Superb,Style 1.8 Tsi Mt,Skoda Superb Style 1.8 Tsi Mt,2599599,1798 cc,4.0,FWD (Front Wheel Drive),14.12,Injection,Petrol,Sedan,4.0,180PS@6200RPM,320Nm@1450-3900rpm,5.0,Leather,Manual,2841 mm,Yes,2 Zone Climate Control,8.0,Front and rear sensors with camera,Touch Sensitive
753,Skoda,Superb,Style 1.8 Tsi At,Skoda Superb Style 1.8 Tsi At,2779599,1798 cc,4.0,FWD (Front Wheel Drive),14.67,Injection,Petrol,Sedan,4.0,180PS@6200RPM,250NM@1250-5000rpm,5.0,Leather,Automatic,2841 mm,Yes,2 Zone Climate Control,8.0,Front and rear sensors with camera,Touch Sensitive
754,Skoda,Superb,L & K 1.8 Tsi At,Skoda Superb L & K 1.8 Tsi At,3099599,1798 cc,4.0,FWD (Front Wheel Drive),13.7,Injection,Petrol,Sedan,4.0,180PS@6200RPM,250NM@1250-5000rpm,5.0,Leather,Automatic,2841 mm,Yes,2 Zone Climate Control,8.0,Front and rear sensors with camera,Touch Sensitive
755,Skoda,Superb,L & K 2.0 Tdi At,Skoda Superb L & K 2.0 Tdi At,3349599,1968 cc,4.0,FWD (Front Wheel Drive),18.19,Injection,Diesel,Sedan,4.0,177PS@4000RPM,350Nm@1500-3500rpm,5.0,Leather,Automatic,2841 mm,Yes,2 Zone Climate Control,8.0,Front and rear sensors with camera,Touch Sensitive
756,Skoda,Superb,Style 2.0 Tdi At,Skoda Superb Style 2.0 Tdi At,3029599,1968 cc,4.0,FWD (Front Wheel Drive),18.19,Injection,Diesel,Sedan,4.0,177PS@4000RPM,350Nm@1500-3500rpm,5.0,Leather,Automatic,2841 mm,Yes,2 Zone Climate Control,8.0,Front and rear sensors with camera,Touch Sensitive
757,Skoda,Superb,Corporate Edition 1.8 Tsi At,Skoda Superb Corporate Edition 1.8 Tsi At,2599599,1798 cc,4.0,FWD (Front Wheel Drive),14.67,Injection,Petrol,Sedan,4.0,180PS@6200RPM,250NM@1250-5000rpm,5.0,Leather,Automatic,2841 mm,Yes,2 Zone Climate Control,8.0,Front and rear sensors with camera,Touch Sensitive
758,Skoda,Superb,Corporate Edition 2.0 Tdi At,Skoda Superb Corporate Edition 2.0 Tdi At,2849599,1968 cc,4.0,FWD (Front Wheel Drive),18.19,Injection,Diesel,Sedan,4.0,177PS@4000RPM,350Nm@1500-3500rpm,5.0,Leather,Automatic,2841 mm,Yes,2 Zone Climate Control,8.0,Front and rear sensors with camera,Touch Sensitive
759,Volvo,V40,Kinetic,Volvo V40 Kinetic,2769000,1984 cc,5.0,FWD (Front Wheel Drive),16.81,Injection,Diesel,Hatchback,5.0,150PS@150rpm,350Nm@1500-2750rpm,5.0,Leather,Automatic,2647 mm,Yes,2 Zone Climate Control,7.0,Rear sensors,
760,Volvo,V40,R Design,Volvo V40 R Design,3191000,1984 cc,5.0,FWD (Front Wheel Drive),16.81,Injection,Diesel,Hatchback,5.0,150PS@3500rpm,350Nm@1500-2750rpm,5.0,Leather,Automatic,2647 mm,Yes,2 Zone Climate Control,7.0,Front and rear sensors with camera,
761,Toyota,Fortuner,2.8 4X2 At,Toyota Fortuner 2.8 4X2 At,3205000,2755 cc,4.0,RWD (Rear Wheel Drive),12.9,Injection,Diesel,SUV,5.0,177PS@3400rpm,450Nm@1600-2400rpm,7.0,Leather,Automatic,2745 mm,Yes,Fully automatic climate control,7.0,Rear sensors with camera,Touch Sensitive
762,Toyota,Fortuner,2.8 4X2 Mt,Toyota Fortuner 2.8 4X2 Mt,3019000,2755 cc,4.0,RWD (Rear Wheel Drive),14.24,Injection,Diesel,SUV,5.0,177PS@3400rpm,420Nm@1600-2400rpm,7.0,Leather,Manual,2745 mm,Yes,Fully automatic climate control,7.0,Rear sensors with camera,Touch Sensitive
763,Toyota,Fortuner,2.8 4X4 Mt,Toyota Fortuner 2.8 4X4 Mt,3216000,2755 cc,4.0,4WD,14.24,Injection,Diesel,SUV,5.0,177PS@3400rpm,420Nm@1600-2400rpm,7.0,Leather,Manual,2745 mm,Yes,Fully automatic climate control,7.0,Rear sensors with camera,Touch Sensitive
764,Toyota,Fortuner,2.8 4X4 At,Toyota Fortuner 2.8 4X4 At,3395000,2755 cc,4.0,4WD,12.9,Injection,Diesel,SUV,5.0,177PS@3400rpm,450Nm@1600-2400rpm,7.0,Leather,Automatic,2745 mm,Yes,Fully automatic climate control,7.0,Rear sensors with camera,Touch Sensitive
765,Toyota,Fortuner,2.7 4X2 At,Toyota Fortuner 2.7 4X2 At,2977000,2694 cc,4.0,RWD (Rear Wheel Drive),10.26,Injection,Petrol,SUV,5.0,166PS@5200rpm,245Nm@4000rpm,7.0,Leather,Automatic,2745 mm,Yes,Fully automatic climate control,7.0,Rear sensors with camera,Touch Sensitive
766,Toyota,Fortuner,2.7 4X2 Mt,Toyota Fortuner 2.7 4X2 Mt,2818000,2694 cc,4.0,RWD (Rear Wheel Drive),10.01,Injection,Petrol,SUV,5.0,166PS@5200rpm,245Nm@4000rpm,7.0,Leather,Manual,2745 mm,Yes,Fully automatic climate control,7.0,Rear sensors with camera,Touch Sensitive
767,Toyota,Fortuner,Trd Celebratory Edition,Toyota Fortuner Trd Celebratory Edition,3420000,2755 cc,4.0,RWD (Rear Wheel Drive),12.9,Injection,Diesel,SUV,5.0,177PS@3400rpm,450Nm@1600-2400rpm,7.0,Leather,Automatic,2745 mm,Yes,Fully automatic climate control,7.0,"Rear sensors, Rear sensors with camera",Touch Sensitive
768,Ford,Endeavour,3.2L 4X4 At Titanium Plus,Ford Endeavour 3.2L 4X4 At Titanium Plus,3470000,3198 cc,5.0,AWD (All Wheel Drive),10.91,Injection,Diesel,SUV,5.0,200PS@3000rpm,470Nm@1750-2500rpm,7.0,Leather,Automatic,2850 mm,Yes,"Fully automatic climate control, 2 Zone Climate Control",7.0,Front and rear sensors with camera,Touch Sensitive
769,Ford,Endeavour,2.2L 4X2 At Titanium Plus,Ford Endeavour 2.2L 4X2 At Titanium Plus,3233000,2198 cc,4.0,RWD (Rear Wheel Drive),12.62,Injection,Diesel,SUV,5.0,160PS@3200rpm,385Nm@1600-2500rpm,7.0,Leather,Automatic,2850 mm,Yes,"Fully automatic climate control, 2 Zone Climate Control",7.0,Front and rear sensors with camera,Touch Sensitive
770,Ford,Endeavour,2.2L 4X2 Mt Titanium,Ford Endeavour 2.2L 4X2 Mt Titanium,2920000,2198 cc,4.0,RWD (Rear Wheel Drive),12.62,Injection,Diesel,SUV,5.0,160PS@3200rpm,385Nm@1600-2500rpm,7.0,Leather,Manual,2850 mm,Yes,"Fully automatic climate control, 2 Zone Climate Control",6.0,Front and rear sensors with camera,Touch Sensitive
771,Mini,Cooper 3 Door,Cooper D,Mini Cooper 3 Door Cooper D,2990000,1496 cc,3.0,FWD (Front Wheel Drive),21.15,Injection,Diesel,Hatchback,3.0,116PS@4000rpm,270Nm@1750-2250rpm,4.0,Leather,Automatic,,,Fully automatic climate control,2.0,Rear sensors with camera,
772,Mini,Cooper 3 Door,Cooper S,Mini Cooper 3 Door Cooper S,3420000,1998 cc,4.0,FWD (Front Wheel Drive),15.75,Injection,Petrol,Hatchback,3.0,192PS@5000-6000rpm,280NM@1250-4600rpm,5.0,Leather,Automatic,,Yes,Fully automatic climate control,2.0,Rear sensors with camera,Yes
773,Skoda,Kodiaq Scout,2.0 Tdi At,Skoda Kodiaq Scout 2.0 Tdi At,3399000,1968 cc,4.0,4WD,16.25,Injection,Diesel,SUV,5.0,148 bhp @ 3500 rpm,340 Nm @ 1750 rpm,7.0,Leather,Automatic,2791 mm,Yes,"Fully automatic climate control, 3 Zone climate control",9.0,Front and rear sensors with camera,Touch Sensitive
774,Bmw,X1,Sdrive20D Expedition,Bmw X1 Sdrive20D Expedition,3520000,1995 cc,4.0,AWD (All Wheel Drive),20.68,Injection,Diesel,"Crossover, SUV",5.0,190hp@4000rpm,400Nm@1750-2500rpm,5.0,Leather,Automatic,2670 mm,Yes,2 Zone Climate Control,6.0,Front and rear sensors with camera,Touch Sensitive
775,Bmw,X1,Sdrive20D Xline,Bmw X1 Sdrive20D Xline,3930000,1995 cc,4.0,AWD (All Wheel Drive),20.68,Injection,Diesel,"SUV, Crossover",5.0,190PS@4000rpm,400Nm@1750-2500rpm,5.0,Leather,Automatic,2670 mm,Yes,2 Zone Climate Control,6.0,Front and rear sensors with camera,Touch Sensitive
776,Bmw,X1,Xdrive20D M Sport,Bmw X1 Xdrive20D M Sport,4570000,1995 cc,4.0,AWD (All Wheel Drive),20.68,Injection,Diesel,"SUV, Crossover",5.0,190PS@4000rpm,400Nm@1750-2500rpm,5.0,Leather,Automatic,2670 mm,Yes,2 Zone Climate Control,6.0,Front and rear sensors with camera,Touch Sensitive
777,Bmw,X1,Sdrive20D M Sport,Bmw X1 Sdrive20D M Sport,4240000,1995 cc,4.0,RWD (Rear Wheel Drive),17.05,Injection,Diesel,SUV,5.0,187bhp@4000rpm,400Nm@1750-2500rpm,5.0,Leather,Automatic,2760 mm,Yes,2 Zone Climate Control,6.0,Rear sensors,Yes
778,Bmw,X1,Sdrive20I Xline,Bmw X1 Sdrive20I Xline,3830000,1998 cc,4.0,AWD (All Wheel Drive),16.3,Injection,Petrol,"Crossover, SUV",5.0,192hp@5000rpm,280Nm@1350-4600rpm,5.0,Leather,Automatic,2670 mm,Yes,2 Zone Climate Control,6.0,Front and rear sensors with camera,Touch Sensitive
779,Volvo,S60,Polestar,Volvo S60 Polestar,5602000,1969 cc,4.0,FWD (Front Wheel Drive),,Injection,Petrol,Sedan,4.0,372Ps@5700rpm,470Nm@2100-4800rpm,5.0,Leather,Automatic,2776 mm,Yes,Fully automatic climate control,6.0,Front & rear sensors with 360 degree view,Yes
780,Volvo,S60,Momentum,Volvo S60 Momentum,3850500,1984 cc,5.0,FWD (Front Wheel Drive),21.7,Injection,Diesel,Sedan,4.0,181 bhp @ 4250 rpm,400 Nm @ 1750 RPM,5.0,Leather,Automatic,2776 mm,Yes,Fully automatic climate control,6.0,Front and rear sensors with camera,Yes
781,Bmw,3-Series,320D Sport,Bmw 3-Series 320D Sport,4140000,1995 cc,4.0,RWD (Rear Wheel Drive),19.62,Injection,Diesel,Sedan,5.0,190PS@400RPM,400NM@1750rpm,5.0,Leather,Automatic,2810 mm,Yes,2 Zone Climate Control,6.0,Rear sensors with camera,Touch Sensitive
782,Bmw,3-Series,320D Luxury Line,Bmw 3-Series 320D Luxury Line,4690000,1995 cc,4.0,RWD (Rear Wheel Drive),19.62,Injection,Diesel,Sedan,5.0,190PS@400RPM,400NM@1750rpm,5.0,Leather,Automatic,2810 mm,Yes,2 Zone Climate Control,6.0,Rear sensors with camera,Touch Sensitive
783,Bmw,3-Series,330I M Sport,Bmw 3-Series 330I M Sport,4790000,1998 cc,4.0,RWD (Rear Wheel Drive),16.13,Injection,Petrol,Sedan,5.0,258PS@500RPM,400NM@1550rpm,5.0,Leather,Automatic,2810 mm,Yes,2 Zone Climate Control,6.0,Rear sensors with camera,Touch Sensitive
784,Volvo,S60 Cross Country,D4,Volvo S60 Cross Country D4,4426500,2400 cc,5.0,AWD (All Wheel Drive),19.6,Injection,Diesel,"Sedan, Crossover",4.0,190PS@4000rpm,420Nm@1500-3000rpm,4.0,Leather,Automatic,2774 mm,Yes,Fully automatic climate control,6.0,Front & rear sensors with 360 degree view,Touch Sensitive
785,Audi,Q5,35 Tdi Premium Plus,Audi Q5 35 Tdi Premium Plus,5021200,1968 cc,4.0,FWD (Front Wheel Drive),16.9,Injection,Diesel,SUV,5.0,190PS@3800-4000rpm,400Nm@1750-2500rpm,5.0,Leather,Automatic,2603 mm,Yes,3 Zone climate control,8.0,Rear sensors with camera,Touch Sensitive
786,Audi,Q5,35 Tdi Technology,Audi Q5 35 Tdi Technology,5621200,1968 cc,4.0,AWD (All Wheel Drive),15.73,Injection,Diesel,SUV,5.0,190PS@3800-4000rpm,400Nm@1750-2500rpm,5.0,Leather,Automatic,2603 mm,Yes,3 Zone climate control,8.0,Rear sensors with camera,Touch Sensitive
787,Audi,Q5,45 Tfsi Premium Plus,Audi Q5 45 Tfsi Premium Plus,5021200,1984 cc,6.0,AWD (All Wheel Drive),12.44,Injection,Petrol,SUV,5.0,248 bhp @ 5000-6000 rpm,370 Nm @ 1600-4500 rpm,5.0,Leather,Automatic,2807 mm,Yes,Fully automatic climate control,8.0,Front & rear sensors with 360 degree view,Touch Sensitive
788,Audi,Q5,45 Tfsi Technology,Audi Q5 45 Tfsi Technology,5621200,1984 cc,6.0,AWD (All Wheel Drive),12.44,Injection,Petrol,SUV,5.0,248 bhp @ 5000-6000 rpm,370 Nm @ 1600-4500 rpm,5.0,Leather,Automatic,2807 mm,Yes,Fully automatic climate control,8.0,Front & rear sensors with 360 degree view,Touch Sensitive
789,Land Rover Rover,Range Evoque,S,Land Rover Rover Range Evoque S,5494000,1999 cc,4.0,AWD (All Wheel Drive),15.6,Injection,Diesel,SUV,5.0,179PS@4000rpm,430NM@1750-2500rpm,5.0,Leather,Automatic,2681 mm,Yes,2 Zone Climate Control,6.0,Front & rear sensors with 360 degree view,Touch Sensitive
790,Land Rover Rover,Range Evoque,Se R-Dynamic,Land Rover Rover Range Evoque Se R-Dynamic,5985000,1999 cc,4.0,AWD (All Wheel Drive),15.6,Injection,Diesel,SUV,5.0,179PS@4000rpm,430NM@1750-2500rpm,5.0,Leather,Automatic,2681 mm,Yes,2 Zone Climate Control,6.0,Front & rear sensors with 360 degree view,Touch Sensitive
791,Land Rover Rover,Range Evoque,S Petrol,Land Rover Rover Range Evoque S Petrol,5494000,1997 cc,4.0,AWD (All Wheel Drive),,Injection,Petrol,SUV,5.0,245PS@5500rpm,365Nm@1500-4500rpm,5.0,Leather,Automatic,2681 mm,Yes,2 Zone Climate Control,6.0,Front & rear sensors with 360 degree view,Touch Sensitive
792,Land Rover Rover,Range Evoque,Se R-Dynamic Petrol,Land Rover Rover Range Evoque Se R-Dynamic Petrol,5985000,1997 cc,4.0,AWD (All Wheel Drive),,Injection,Petrol,SUV,5.0,245PS@5500rpm,365Nm@1500-4500rpm,5.0,Leather,Automatic,2681 mm,Yes,2 Zone Climate Control,6.0,Front & rear sensors with 360 degree view,Touch Sensitive
793,Mercedes,Benz E-Class,E200,Mercedes Benz E-Class E200,5861062,1991 cc,4.0,RWD (Rear Wheel Drive),12.0,Injection,Petrol,Sedan,4.0,184PS@5500rpm,300Nm@1200-4000rpm,5.0,Leather,Automatic,3079 mm,Yes,3 Zone climate control,7.0,Front and rear sensors with camera,Touch Sensitive
794,Mercedes,Benz E-Class,E350 D,Mercedes Benz E-Class E350 D,7285332,2987 cc,6.0,RWD (Rear Wheel Drive),142.0,Injection,Diesel,Sedan,4.0,268.7PS@3800rpm,620Nm@1600rpm,5.0,Leather,Automatic,3079 mm,Yes,3 Zone climate control,7.0,Front & rear sensors with 360 degree view,Touch Sensitive
795,Mercedes,Benz E-Class,E220D,Mercedes Benz E-Class E220D,5964321,2987 cc,6.0,RWD (Rear Wheel Drive),142.0,Injection,Diesel,Sedan,4.0,268.7PS@3800rpm,620Nm@1600rpm,5.0,Leather,Automatic,3079 mm,Yes,3 Zone climate control,7.0,Front & rear sensors with 360 degree view,Touch Sensitive
796,Mercedes,Benz E-Class,E 63 S Amg,Mercedes Benz E-Class E 63 S Amg,15000000,5461 cc,8.0,AWD (All Wheel Drive),8.5,Injection,Petrol,Sedan,4.0,549bhp@5500rpm,720Nm@1750-5250RPM,4.0,Leather,Automatic,2874 mm,,2 Zone Climate Control,6.0,Front & rear sensors with 360 degree view,
797,Mercedes,Benz E-Class,E200 Expression,Mercedes Benz E-Class E200 Expression,5750000,1991 cc,4.0,RWD (Rear Wheel Drive),12.0,Injection,Petrol,Sedan,4.0,184PS@5500rpm,300Nm@1200-4000rpm,5.0,Leather,Automatic,3079 mm,Yes,3 Zone climate control,7.0,Front and rear sensors with camera,Touch Sensitive
798,Mercedes,Benz E-Class,E200 Exclusive,Mercedes Benz E-Class E200 Exclusive,6150000,1991 cc,4.0,RWD (Rear Wheel Drive),12.0,Injection,Petrol,Sedan,4.0,184PS@5500rpm,300Nm@1200-4000rpm,5.0,Leather,Automatic,3079 mm,Yes,3 Zone climate control,7.0,Front and rear sensors with camera,Touch Sensitive
799,Mercedes,Benz E-Class,E220D Expression,Mercedes Benz E-Class E220D Expression,5850000,2987 cc,6.0,RWD (Rear Wheel Drive),142.0,Injection,Diesel,Sedan,4.0,268.7PS@3800rpm,620Nm@1600rpm,5.0,Leather,Automatic,3079 mm,Yes,3 Zone climate control,7.0,Front & rear sensors with 360 degree view,Touch Sensitive
800,Mercedes,Benz E-Class,E220D Exclusive,Mercedes Benz E-Class E220D Exclusive,6250000,2987 cc,6.0,RWD (Rear Wheel Drive),142.0,Injection,Diesel,Sedan,4.0,268.7PS@3800rpm,620Nm@1600rpm,5.0,Leather,Automatic,3079 mm,Yes,3 Zone climate control,7.0,Front & rear sensors with 360 degree view,Touch Sensitive
801,Volvo,Xc60,Inscription D5,Volvo Xc60 Inscription D5,5990000,1969 cc,5.0,AWD (All Wheel Drive),18.8,Injection,Diesel,SUV,5.0,233PS@4250rpm,480Nm@1750rpm,5.0,Leather,Automatic,2865 mm,Yes,Fully automatic climate control,8.0,Front & rear sensors with 360 degree view,Touch Sensitive
802,Bmw,X4,Xdrive20D M Sport X,Bmw X4 Xdrive20D M Sport X,6060000,1995 cc,4.0,AWD (All Wheel Drive),16.4,Injection,Diesel,SUV,5.0,188bhp@4000RPM,400NM@1750rpm,5.0,Leather,Automatic,2864 mm,Yes,Fully automatic climate control,6.0,Front and rear sensors with camera,Touch Sensitive
803,Bmw,X4,Xdrive30D M Sport X,Bmw X4 Xdrive30D M Sport X,6590000,2993 cc,6.0,AWD (All Wheel Drive),16.4,Injection,Diesel,SUV,5.0,265PS@4000RPM,620Nm@2000-2500RPM,5.0,Leather,Automatic,2864 mm,Yes,2 Zone Climate Control,6.0,Rear sensors with camera,Touch Sensitive
804,Bmw,X4,Xdrive30I M Sport X,Bmw X4 Xdrive30I M Sport X,6350000,1998 cc,6.0,AWD (All Wheel Drive),13.32,Injection,Petrol,SUV,5.0,248bhp@5200rpm,350Nm@1450rpm,5.0,Leather,Automatic,2864 mm,Yes,Fully automatic climate control,6.0,Rear sensors with camera,Touch Sensitive
805,Jeep,Wrangler,Unlimited,Jeep Wrangler Unlimited,6394000,1999 cc,4.0,AWD (All Wheel Drive),8.4,Injection,Petrol,SUV,5.0,268PS@6350rpm,400Nm@4300rpm,5.0,Leather,Automatic,3008 mm,,Fully automatic climate control,6.0,Rear sensors with camera,Touch Sensitive
806,Mercedes,Benz C-Class Cabriolet,C300,Mercedes Benz C-Class Cabriolet C300,6426497,1991 cc,4.0,RWD (Rear Wheel Drive),,Injection,Petrol,Convertible,2.0,258bhp@5800-6100rpm,370Nm@1800-4000rpm,4.0,Leather,Automatic,2840 mm,Yes,Fully automatic climate control,8.0,Front and rear sensors with camera,Touch Sensitive
807,Bmw,Z4 Roadster,Sdrive 20I,Bmw Z4 Roadster Sdrive 20I,6490000,1998 cc,4.0,RWD (Rear Wheel Drive),7.6,Injection,Petrol,"Sports, Convertible",2.0,197hp@4500-6500rpm,320hp@1450-2000rpm,2.0,Leather,Automatic,2470 mm,Yes,Fully automatic climate control,4.0,Front and rear sensors with camera,Touch Sensitive
808,Bmw,Z4 Roadster,M 40I,Bmw Z4 Roadster M 40I,7890000,2998 cc,6.0,RWD (Rear Wheel Drive),7.6,Injection,Petrol,"Sports, Convertible",2.0,340hp@5000-6000rpm,500@1600-4500rpm,2.0,Leather,Automatic,2470 mm,Yes,Fully automatic climate control,4.0,Front and rear sensors with camera,Touch Sensitive
